Site,PERI_As,PERI_Cd,PERI_Co,PERI_Cr,PERI_Cu,PERI_Fe,PERI_Hg,PERI_Mn,PERI_Ni,PERI_Pb,PERI_Zn
TGW33,0.017924528301886792,11.208487630702697,0.07646923475201042,0.017917032589244354,0.001516509433962264,0.0009716981132075471,4.945315919828335,0.0013938679245283018,0.028448543210223633,0.02452830188679245,0.00022830188679245282
TGW34,0.022641509433962263,17.036901198668097,0.07646923475201042,0.012647317121819542,0.0013632075471698112,0.0008333333333333333,5.672568260979562,0.0009669811320754717,0.011281318859226614,0.031132075471698106,0.0003044025157232704
TGW35,0.07547169811320754,1.1208487630702697,0.07646923475201042,0.006323658560909771,0.0018915094339622641,0.002081761006289308,1.599955150532697,0.0009316037735849057,0.02550559046433843,0.020283018867924527,0.00028238993710691824
TGW36,0.08867924528301886,4.931734557509187,0.07646923475201042,0.0026348577337124046,0.0016556603773584904,0.0015377358490566038,1.7454056187629419,0.0007240566037735849,0.009809842486284012,0.03490566037735849,0.0002012578616352201
TGW37,0.0490566037735849,3.1383765365967546,0.07646923475201042,0.01580914640227443,0.0016438679245283018,0.0013333333333333333,5.672568260979562,0.0006816037735849056,0.02403411409139583,0.033962264150943396,0.00029056603773584903
TGW38,0.05849056603773584,9.415129609790267,0.07646923475201042,0.05111624003402064,0.001882075471698113,0.0010094339622641509,3.345360769295638,0.00105188679245283,0.005885905491770408,0.041037735849056595,0.0002261006289308176
TGW39,0.07924528301886792,9.415129609790267,0.07646923475201042,0.008431544747879695,0.0021768867924528298,0.0024088050314465407,1.599955150532697,0.0012358490566037736,0.022562637718453227,0.03820754716981131,0.00016509433962264152
TGW40,0.06603773584905659,1.1208487630702697,0.07646923475201042,0.012647317121819542,0.0012334905660377358,0.0022767295597484276,3.6362617057561293,0.000525943396226415,0.01716722435099702,0.02452830188679245,0.00035660377358490565
TGW41,0.022641509433962263,12.553506146387019,0.07646923475201042,0.009485487841364658,0.001349056603773585,0.001632075471698113,1.4545046823024514,0.0004292452830188679,0.010300334610598214,0.028773584905660374,0.00028301886792452826
TGW42,0.06320754716981132,1.1208487630702697,0.07646923475201042,0.010012459388107138,0.0014693396226415092,0.001650943396226415,0.14545046823024516,0.000811320754716981,0.006866889740398808,0.025943396226415096,0.00031446540880503143
TGW43,0.046226415094339626,5.380074062737294,0.07646923475201042,0.020024918776214276,0.001856132075471698,0.0013836477987421384,4.945315919828335,0.0008867924528301887,0.01863870072393962,0.01933962264150943,0.0001962264150943396
TGW44,0.06792452830188679,6.276753073193509,0.07646923475201042,0.013174288668562024,0.0014339622641509433,0.0007830188679245282,3.7817121739863744,0.0011037735849056603,0.006376397616084608,0.024999999999999998,0.00025754716981132077
TGW45,0.0509433962264151,11.208487630702697,0.07646923475201042,0.03636103672523119,0.0014693396226415092,0.0011289308176100628,5.527117792749316,0.0013089622641509434,0.013243287356483417,0.031132075471698106,0.00019654088050314464
TGW46,0.05849056603773584,2.690037031368647,0.07646923475201042,0.008431544747879695,0.0019363207547169808,0.0020283018867924526,0.14545046823024516,0.00047405660377358494,0.011281318859226614,0.03962264150943396,0.00029622641509433967
TGW47,0.0047169811320754715,1.1208487630702697,0.07646923475201042,0.006323658560909771,0.002070754716981132,0.0010251572327044025,2.763558896374658,0.000759433962264151,0.023053129842767427,0.03962264150943396,0.000220125786163522
TGW48,0.023584905660377357,1.1208487630702697,0.07646923475201042,0.012647317121819542,0.0014433962264150944,0.0016477987421383647,4.072613110446864,0.0010212264150943396,0.00931935036196981,0.018867924528301886,0.00029056603773584903
TGW49,0.010377358490566039,8.518450599334049,0.07646923475201042,0.0026348577337124046,0.0018301886792452826,0.0013113207547169811,2.036306555223432,0.0006933962264150942,0.020600669221196428,0.040566037735849055,0.00020786163522012576
TGW50,0.022641509433962263,3.1383765365967546,0.07646923475201042,0.007377601654394732,0.002165094339622641,0.0012830188679245282,4.654414983367845,0.000990566037735849,0.007847873989027209,0.02452830188679245,0.0002339622641509434
TGW51,0.03679245283018868,8.070111094105942,0.07646923475201042,0.013174288668562024,0.0017594339622641509,0.0009559748427672956,3.4908112375258837,0.0009481132075471699,0.011771810983540815,0.02688679245283019,0.000380188679245283
TGW52,0.0047169811320754715,1.1208487630702697,0.07646923475201042,0.0026348577337124046,0.001625,0.0023176100628930817,4.508964515137601,0.0009150943396226414,0.012752795232169215,0.037264150943396225,0.000260062893081761
THDW1,0.033962264150943396,2.690037031368647,0.07646923475201042,0.005796687014167291,0.0010872641509433961,0.0016729559748427673,3.0544598328351484,0.0011179245283018868,0.029920019583166233,0.022169811320754716,0.0002276729559748428
THDW2,0.011320754716981131,5.828413567965403,0.07646923475201042,0.020551890322956755,0.001240566037735849,0.0010094339622641509,4.072613110446864,0.0007665094339622642,0.012752795232169215,0.01981132075471698,0.00028679245283018867
THDW3,0.03962264150943396,1.1208487630702697,0.07646923475201042,0.011593374028334581,0.0012830188679245282,0.0017893081761006287,3.345360769295638,0.0010660377358490565,0.026486574712966834,0.024999999999999998,0.00028490566037735844
THDW4a,0.0509433962264151,1.1208487630702697,0.07646923475201042,0.007904573201137214,0.001160377358490566,0.0015220125786163522,6.108919665670297,0.0009646226415094338,0.021581653469824828,0.022641509433962263,0.0002792452830188679
THDW4b,0.054716981132075466,4.035055547052971,0.07646923475201042,0.007377601654394732,0.0012358490566037733,0.0012955974842767295,5.381667324519071,0.0009221698113207547,0.019129192848253825,0.022641509433962263,0.00023773584905660374
THDW5,0.08396226415094339,1.1208487630702697,0.07646923475201042,0.0221328049631842,0.0017617924528301886,0.0021069182389937104,5.236216856288825,0.0007405660377358491,0.01765771647531122,0.02547169811320755,0.0002827044025157233
THDW6,0.05849056603773584,9.415129609790267,0.07646923475201042,0.010539430934849619,0.0019481132075471696,0.0010220125786163522,6.836172006821522,0.00031132075471698115,0.026486574712966834,0.028773584905660374,0.00029496855345911946
THDW7,0.07641509433962262,6.276753073193509,0.07646923475201042,0.010539430934849619,0.001660377358490566,0.0012955974842767295,5.381667324519071,0.0007169811320754717,0.011771810983540815,0.025943396226415096,0.00028018867924528297
THDW8,0.026415094339622636,1.1208487630702697,0.07646923475201042,0.017917032589244354,0.0020283018867924526,0.0019088050314465409,6.108919665670297,0.0005943396226415095,0.01667673222668282,0.02452830188679245,0.00023647798742138364
THDW9,0.056603773584905655,3.586716041824863,0.07646923475201042,0.025294634243639084,0.0016061320754716978,0.0016540880503144654,6.399820602130788,0.0004339622641509434,0.032862972329051436,0.032547169811320754,0.00030628930817610064
THDW10,0.09056603773584905,1.1208487630702697,0.07646923475201042,0.016336117949016907,0.0009716981132075471,0.001018867924528302,4.945315919828335,0.001,0.024524606215710027,0.02924528301886792,0.000260377358490566
THDW11,0.041509433962264156,5.380074062737294,0.07646923475201042,0.022659776509926677,0.0010047169811320754,0.002144654088050314,3.199910301065394,0.0005683962264150943,0.020600669221196428,0.025943396226415096,0.0002242138364779874
TSW1,0.02547169811320755,1.1208487630702697,0.07646923475201042,0.016336117949016907,0.0007594339622641509,0.001028301886792453,0.14545046823024516,0.0008278301886792453,0.005885905491770408,0.032547169811320754,0.00017169811320754717
TSW2,0.030188679245283016,1.1208487630702697,0.07646923475201042,0.031091321257806375,0.0013066037735849055,0.0012641509433962265,1.7454056187629419,0.0006438679245283019,0.011771810983540815,0.02924528301886792,0.0002393081761006289
TSW3,0.035849056603773584,1.1208487630702697,0.07646923475201042,0.015282174855531946,0.001080188679245283,0.001072327044025157,0.14545046823024516,0.0005400943396226414,0.014224271605111817,0.01839622641509434,0.00021509433962264152
TSW4,0.0320754716981132,1.1208487630702697,0.07646923475201042,0.02740252043060901,0.001240566037735849,0.0012327044025157233,5.381667324519071,0.000955188679245283,0.020600669221196428,0.02547169811320755,0.00018616352201257863
TSW5,0.027358490566037733,1.1208487630702697,0.07646923475201042,0.021078861869699237,0.0014150943396226414,0.0017421383647798741,0.14545046823024516,0.0008962264150943396,0.013733779480797617,0.01981132075471698,0.0002330188679245283
TSW6,0.040566037735849055,1.1208487630702697,0.07646923475201042,0.023186748056669162,0.0012358490566037733,0.0013207547169811322,3.6362617057561293,0.001,0.010300334610598214,0.025943396226415096,0.00020188679245283021
